section,name,ok,error,diagnostic_output,session_trace_output,failures,config,run_dir,visual_outputs,visual_error,profile_rows,policy_rows,epsilon,delta,memory_budget_mib,count,ok_count,measured_count,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_peak_memory_mib,p95_peak_memory_mib,mean_kv_cache_memory_mib,p95_kv_cache_memory_mib,mean_global_resident_kv_mib,p95_global_resident_kv_mib,mean_quality_loss,p50_quality_loss,p95_quality_loss,p99_quality_loss,cvar_quality_loss,violation_rate,delta_slack,worst_group_violation,safe_ratio,fallback_ratio,exact_fallback_ratio,exact_action_ratio,lossy_action_ratio,unique_action_count,identical_to_full_lru,unsafe_action_count,candidate_safe_count,action_distribution,has_h0_tail_metrics,has_h1_coverage_metrics,has_h2_lite_benefit_metrics,deployable_baseline_names,experiment_type,backend_events_applicable,backend_semantics_status,backend_not_applicable_reason,session_reuse_evidence,global_resident_evolution,backend_event_evidence,active_session_peak,audit_rate,backend_distribution,budget_hit_rate,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,drift_state,length_bucket_distribution,mean_cumulative_kv_mib,mean_resident_kv_mib,multi_turn_session_count,optimality_gap,oracle,oracle_cost_ms,placeholder,policy_budget_filter_rate,pred_loss_mean,primary_metric_distribution,profile_residence_share,queue_delay_ms,recompute_count,recompute_time_ms,restore_count,restore_time_ms,risk_upper_mean,session_count,switch_count,target_delta,task_distribution,task_length_distribution,triggered_evict,triggered_queue,triggered_recompute,triggered_restore,violation_rate_eps0p05,violation_rate_eps0p1
policy,static_best,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,4900.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.16,0.0,0.0,0.0,1.0,1.0,False,84.0,,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_safe,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,4900.0,100.0,100.0,,289.7968413680792,161.5757942199707,716.2892669439316,741.7268306016922,15971.011752929688,17165.3818359375,29.261982421875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.84,0.84,0.84,0.16,2.0,False,0.0,,"{""full_gpu"": 84, ""kivi_2bit_residual64"": 16}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.0003174603174603163,,"{""full_gpu"": 0.8126349650545781, ""kivi_2bit_residual64"": 0.1873650349454219}",,,,,,0.005396825396825377,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,utility_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,4900.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.16,0.0,0.0,0.0,1.0,1.0,False,84.0,2.4,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,uncalibrated_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,4900.0,100.0,100.0,,330.73940210044384,189.01560455560684,787.7715677022934,808.9721873402596,15853.80828125,16982.76171875,9.753374633789063,24.0830078125,,,0.012798439376459364,0.0,0.08333333333333337,0.275,0.20311869266472848,0.06,0.04000000000000001,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,2.4,"{""h2o_heavy15_recent15"": 56, ""kivi_4bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.006422209617437348,,"{""h2o_heavy15_recent15"": 0.5597077078138649, ""kivi_4bit_residual64"": 0.4402922921861351}",,,,,,0.10188273440851521,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,full_lru,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,5000.0,100.0,100.0,,284.51023288071156,161.5757942199707,716.2892669439316,741.7268306016922,15985.0344921875,17165.3818359375,29.5596875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,False,0.0,,,"{""full_gpu"": 1.0}",,,,,,,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_best,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,5000.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.16,0.0,0.0,0.0,1.0,1.0,False,84.0,,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_safe,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,5000.0,100.0,100.0,,289.7968413680792,161.5757942199707,716.2892669439316,741.7268306016922,15971.011752929688,17165.3818359375,29.261982421875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.84,0.84,0.84,0.16,2.0,False,0.0,,"{""full_gpu"": 84, ""kivi_2bit_residual64"": 16}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.0003174603174603163,,"{""full_gpu"": 0.8126349650545781, ""kivi_2bit_residual64"": 0.1873650349454219}",,,,,,0.005396825396825377,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,utility_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,5000.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.16,0.0,0.0,0.0,1.0,1.0,False,84.0,2.4,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,uncalibrated_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.05,0.1,5000.0,100.0,100.0,,330.73940210044384,189.01560455560684,787.7715677022934,808.9721873402596,15853.80828125,16982.76171875,9.753374633789063,24.0830078125,,,0.012798439376459364,0.0,0.08333333333333337,0.275,0.20311869266472848,0.06,0.04000000000000001,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,2.4,"{""h2o_heavy15_recent15"": 56, ""kivi_4bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.006422209617437348,,"{""h2o_heavy15_recent15"": 0.5597077078138649, ""kivi_4bit_residual64"": 0.4402922921861351}",,,,,,0.10188273440851521,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,full_lru,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,4900.0,100.0,100.0,,284.51023288071156,161.5757942199707,716.2892669439316,741.7268306016922,15985.0344921875,17165.3818359375,29.5596875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,False,0.0,,,"{""full_gpu"": 1.0}",,,,,,,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_best,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,4900.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.010000000000000002,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_safe,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,4900.0,100.0,100.0,,301.52260437607765,186.94860860705376,716.2892669439316,741.7268306016922,15928.724868164063,17163.96484375,23.44740234375,71.53125,,,0.0018394868222454419,0.0,0.0,0.024074074074074026,0.0018394868222454419,0.01,0.04,0.03571428571428571,1.0,0.56,0.56,0.56,0.44,2.0,False,0.0,,"{""full_gpu"": 56, ""kivi_2bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.0012936539985940972,,"{""full_gpu"": 0.5125366765674704, ""kivi_2bit_residual64"": 0.4874633234325296}",,,,,,0.02169864487874983,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,utility_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,4900.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.010000000000000002,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,4.08,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,uncalibrated_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,4900.0,100.0,100.0,,330.73940210044384,189.01560455560684,787.7715677022934,808.9721873402596,15853.80828125,16982.76171875,9.753374633789063,24.0830078125,,,0.012798439376459364,0.0,0.08333333333333337,0.275,0.20311869266472848,0.05,0.0,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,4.08,"{""h2o_heavy15_recent15"": 56, ""kivi_4bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.006422209617437348,,"{""h2o_heavy15_recent15"": 0.5597077078138649, ""kivi_4bit_residual64"": 0.4402922921861351}",,,,,,0.10188273440851521,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,full_lru,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,284.51023288071156,161.5757942199707,716.2892669439316,741.7268306016922,15985.0344921875,17165.3818359375,29.5596875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,False,0.0,,,"{""full_gpu"": 1.0}",,,,,,,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_best,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.010000000000000002,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_safe,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,301.52260437607765,186.94860860705376,716.2892669439316,741.7268306016922,15928.724868164063,17163.96484375,23.44740234375,71.53125,,,0.0018394868222454419,0.0,0.0,0.024074074074074026,0.0018394868222454419,0.01,0.04,0.03571428571428571,1.0,0.56,0.56,0.56,0.44,2.0,False,0.0,,"{""full_gpu"": 56, ""kivi_2bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.0012936539985940972,,"{""full_gpu"": 0.5125366765674704, ""kivi_2bit_residual64"": 0.4874633234325296}",,,,,,0.02169864487874983,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,utility_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.010000000000000002,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,4.08,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,uncalibrated_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.1,0.05,5000.0,100.0,100.0,,330.73940210044384,189.01560455560684,787.7715677022934,808.9721873402596,15853.80828125,16982.76171875,9.753374633789063,24.0830078125,,,0.012798439376459364,0.0,0.08333333333333337,0.275,0.20311869266472848,0.05,0.0,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,4.08,"{""h2o_heavy15_recent15"": 56, ""kivi_4bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.006422209617437348,,"{""h2o_heavy15_recent15"": 0.5597077078138649, ""kivi_4bit_residual64"": 0.4402922921861351}",,,,,,0.10188273440851521,0.0,0.0,0.05,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,full_lru,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,284.51023288071156,161.5757942199707,716.2892669439316,741.7268306016922,15985.0344921875,17165.3818359375,29.5596875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,False,0.0,,,"{""full_gpu"": 1.0}",,,,,,,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_best,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_safe,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,301.52260437607765,186.94860860705376,716.2892669439316,741.7268306016922,15928.724868164063,17163.96484375,23.44740234375,71.53125,,,0.0018394868222454419,0.0,0.0,0.024074074074074026,0.0018394868222454419,0.01,0.09000000000000001,0.03571428571428571,1.0,0.56,0.56,0.56,0.44,2.0,False,0.0,,"{""full_gpu"": 56, ""kivi_2bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.0012936539985940972,,"{""full_gpu"": 0.5125366765674704, ""kivi_2bit_residual64"": 0.4874633234325296}",,,,,,0.02169864487874983,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,utility_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,4.08,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,uncalibrated_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,4900.0,100.0,100.0,,330.73940210044384,189.01560455560684,787.7715677022934,808.9721873402596,15853.80828125,16982.76171875,9.753374633789063,24.0830078125,,,0.012798439376459364,0.0,0.08333333333333337,0.275,0.20311869266472848,0.05,0.05,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,2.0,False,56.0,4.08,"{""h2o_heavy15_recent15"": 56, ""kivi_4bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.006422209617437348,,"{""h2o_heavy15_recent15"": 0.5597077078138649, ""kivi_4bit_residual64"": 0.4402922921861351}",,,,,,0.10188273440851521,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,full_lru,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,284.51023288071156,161.5757942199707,716.2892669439316,741.7268306016922,15985.0344921875,17165.3818359375,29.5596875,71.640625,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True,0.0,,"{""full_gpu"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,False,0.0,,,"{""full_gpu"": 1.0}",,,,,,,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_best,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,static_safe,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,301.52260437607765,186.94860860705376,716.2892669439316,741.7268306016922,15928.724868164063,17163.96484375,23.44740234375,71.53125,,,0.0018394868222454419,0.0,0.0,0.024074074074074026,0.0018394868222454419,0.01,0.09000000000000001,0.03571428571428571,1.0,0.56,0.56,0.56,0.44,2.0,False,0.0,,"{""full_gpu"": 56, ""kivi_2bit_residual64"": 44}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.0012936539985940972,,"{""full_gpu"": 0.5125366765674704, ""kivi_2bit_residual64"": 0.4874633234325296}",,,,,,0.02169864487874983,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
policy,utility_dynamic,True,,,,,configs/pilot.yaml,,,,,,0.1,0.1,5000.0,100.0,100.0,,333.2426265254617,186.94860860705376,776.0799713432789,818.9589530229568,15843.1259375,16963.033203125,7.63859619140625,15.481689453125,,,0.008882416115174735,0.0,0.008359456635318785,0.275,0.14804026858624558,0.04,0.060000000000000005,0.07142857142857142,0.44,0.0,0.0,0.0,1.0,1.0,False,56.0,4.08,"{""kivi_2bit_residual64"": 100}",,,,,baseline_quality,False,not_applicable,baseline_quality 使用独立质量请求，不验收 session/backend 事件,False,False,False,,,,,,,,,,"{""nonshort"": 56, ""short"": 44}",,,0.0,,False,,True,0.0,0.008716192717185458,,"{""kivi_2bit_residual64"": 1.0}",,,,,,0.12624704787817614,0.0,0.0,0.1,"{""qa"": 56, ""summary"": 44}","{""qa/nonshort"": 28, ""qa/short"": 28, ""summary/nonshort"": 28, ""summary/short"": 16}",,,,,,
