action_profile,active_session_count,audit_rate,audit_selected,backend_budget_hit,backend_name,budget_hit,candidate_safe_count,config,controller_cg_ms,controller_overhead_ms,controller_qrp_ms,controller_stc_ms,delta,diagnostic_only,drift_state,epsilon,error,evicted_kv_mib,exact,fallback_reason,global_budget_mib,global_resident_kv_mib,kv_cache_memory_mib,kv_cumulative_mib,kv_incremental_mib,latency_ms,length_bucket,measured,observed_quality_loss,ok,optimality_gap,oracle,oracle_cost_ms,peak_memory_mib,placeholder,policy,policy_budget_filtered,pred_loss,predicted_quality_loss,primary_profile,quality_estimate,quality_loss,quality_status,queue_delay_ms,reason,recompute_ms,rejected_pred_loss,rejected_profile,rejected_risk_upper,request_id,resident_kv_mib_after,resident_kv_mib_before,resident_memory_mib,restore_ms,risk_upper,run_dir,safe,safety_reason,session_id,task,ttft_ms,turn_index,violation_status,split_seed
full_gpu,1.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,2.078125,2.078125,2.078125,2.078125,47967.5192360878,unknown,True,,True,,False,,15070.54150390625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-002-turn-0,2.078125,0.0,2.078125,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-002,chat,46831.3916291222,0,risk_evidence_insufficient,20260906
full_gpu,2.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,3.5546875,1.4765625,1.4765625,1.4765625,1213.5994979180396,unknown,True,,True,,False,,15055.19384765625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-003-turn-0,1.4765625,0.0,1.4765625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-003,chat,84.83834890648723,0,risk_evidence_insufficient,20260906
full_gpu,3.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,5.3046875,1.75,1.75,1.75,1243.1457680650055,unknown,True,,True,,False,,15063.70947265625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-004-turn-0,1.75,0.0,1.75,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-004,chat,87.74270093999803,0,risk_evidence_insufficient,20260906
full_gpu,4.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,7.21875,1.9140625,1.9140625,1.9140625,1262.2451789211482,unknown,True,,True,,False,,15070.26806640625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-005-turn-0,1.9140625,0.0,1.9140625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-005,chat,98.72388304211199,0,risk_evidence_insufficient,20260906
full_gpu,5.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,9.84375,2.625,2.625,2.625,1275.9895441122353,unknown,True,,True,,False,,15093.27587890625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-006-turn-0,2.625,0.0,2.625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-006,chat,99.8793460894376,0,risk_evidence_insufficient,20260906
full_gpu,6.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,11.5390625,1.6953125,1.6953125,1.6953125,1338.4638749994338,unknown,True,,True,,False,,15068.48681640625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-009-turn-0,1.6953125,0.0,1.6953125,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-009,chat,91.22814005240798,0,risk_evidence_insufficient,20260906
full_gpu,7.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,13.0703125,1.53125,1.53125,1.53125,1227.467745076865,unknown,True,,True,,False,,15065.87646484375,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-010-turn-0,1.53125,0.0,1.53125,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-010,chat,87.0459289290011,0,risk_evidence_insufficient,20260906
full_gpu,8.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,14.875,1.8046875,1.8046875,1.8046875,1241.953173885122,unknown,True,,True,,False,,15074.73681640625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-013-turn-0,1.8046875,0.0,1.8046875,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-013,chat,89.72916402854025,0,risk_evidence_insufficient,20260906
full_gpu,9.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,17.5,2.625,2.625,2.625,1222.3574661184102,unknown,True,,True,,False,,15100.93212890625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-016-turn-0,2.625,0.0,2.625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-016,chat,86.10066398978233,0,risk_evidence_insufficient,20260906
full_gpu,10.0,0.1,False,False,online_qwen,False,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906/config.yaml,,,,,,True,,,,0,True,,120.2578125,19.90625,2.40625,2.40625,2.40625,1201.8876150250435,unknown,True,,True,,False,,15095.79541015625,False,full_lru,False,,,full_gpu,,,risk_evidence_insufficient,0.0,full precision exact profile,0.0,,,,hybrid-session-020-turn-0,2.40625,0.0,2.40625,0.0,,/DATACENTER3/zhenxiang.wang/work/TailGuardKV/.worktrees/baseline-smoke-final-aggregation/out/full_25session_baseline_9_14/full/policy_attempts/retry2_20260915/seed20260906,,,hybrid-session-020,chat,78.36476503871381,0,risk_evidence_insufficient,20260906
